설치기구명,행정구역,설치년월,수량,제조사,경도,위도
"트윈트위스트,롤링웨이스트,체어풀",벌곡면,2008-06-01,3,㈜디자인파크개발,127.26486,36.20581
①BE-노르딕머신②BE-에어서핑④BE-트위스트,벌곡면,2011-07-01,3,BE.TECH ㈜비이텍,127.29709,36.17152
①BE-로우잉머신②BE-트위스트③BE-에어서핑,벌곡면,2011-09-01,3,BE.TECH ㈜비이텍,127.208869,36.186656
"①달리기+좌우파도타기,②큰활차+역기올리기,③계단밟기+자전거운동④트위스트(2013.12월)",벌곡면,2012-08-01,4,ING아이엔지산업(주),127.293998,36.222689
"①달리기+좌우파도타기,②큰활차+역기올리기,③등허리지압기+허리돌리",벌곡면,2012-08-01,3,ING아이엔지산업(주),127.229924,36.148273
"①L써클드로잉+S써클드로잉,②사이드플라인+레그푸싱,③웨스트터닝+바디터닝",벌곡면,2012-12-01,3,(유)로드원씨엔씨,127.229924,36.148273
"①에어서핑+레그프레스,②마사지롤러+워밍숄더,③바디싯업+트위스트",벌곡면,2012-12-01,3,BE.TECH ㈜비이텍,127.213353,36.154024
①사이드플라잉+레그푸싱②웨이스트터닝+바디터닝,벌곡면,2014-03-01,2,(유)로드원씨엔씨,127.28933,36.21589
①사이드플라잉+레그푸싱②웨이스트터닝+바디터닝,벌곡면,2014-03-01,2,(유)로드원씨엔씨,127.30494,36.22396
①공중걷기+허리돌리기②두팔노젓기+매달려온몸회전하기,벌곡면,2015-06-01,2,호진기계,127.28717,36.21513
"①바디싯업+트위스트,②마사지롤러+워밍숄더③에어서핑+레그프레스",벌곡면,2019-02-01,3,BE.TECH ㈜비이텍,127.242084,36.143304
"온몸노젖기(2인용),하늘걷기(2인용),마라톤운동(2인용),옆파도타기,온몸역기내리기,온몸허리돌리기,등허리지압기,다리뻗치기,온몸근육풀기,(이용합설명판)",양촌면,2006-04-01,9,주식회사 케이엘에스,127.23463,36.13832
①BE-노르딕머신②BE-에어서핑④BE-트위스트,양촌면,2011-07-01,3,㈜비이텍,127.23259,36.16812
"①달리기+좌우파도타기,②등허리지압기+허리돌리기,③계단밟기+자전거운동④큰활차+역기올리기",양촌면,2011-12-01,4,ING스포츠산업,127.242187,36.1396
①달리기+좌우파도타기②등허리지압기+허리돌리기③계단밟기+자전거운동,양촌면,2012-01-01,3,ING스포츠산업,127.24473,36.136191
①달리기+좌우파도타기②등허리지압기+허리돌리기③큰활차+역기올리기,양촌면,2012-04-01,3,ING스포츠산업,127.22827,36.10949
①에어서핑+레그프레스②마사지롤러+워밍숄더③바디싯업+트위스트,양촌면,2012-05-01,3,㈜비이텍,127.191599,36.100407
"①달리기+좌우파도타기,②큰활차+역기올리기,③등허리지압기+허리돌리",양촌면,2012-12-01,3,아이앤지산업㈜,127.253665,36.121962
"①달리기+좌우파도타기,②큰활차+역기올리기,③등허리지압기+허리돌리",양촌면,2012-12-01,3,아이앤지산업㈜,127.157988,36.125915
"①사이드플라인+레그푸싱,②레이스라이딩+밸리트레이닝,③웨스트터닝+바디터닝",양촌면,2013-05-01,3,(유)로드원씨앤씨,127.202727,36.114694
"①L써클드로잉+S써클드로잉,②사이드플라인+레그푸싱,③웨스트터닝+바디터닝",양촌면,2013-05-01,3,(유)로드원씨앤씨,127.14403,36.156045
"①달리기+좌우파도타기,②큰활차+역기올리기③등허리지압기+허리돌리기",양촌면,2013-06-01,3,아이앤지산업㈜,127.263081,36.110538
"①좌우파도타기+허리돌리기,②큰활차+역기올리기,③계단밟기+자전거운동",양촌면,2013-06-01,3,아이앤지산업㈜,127.26025,36.156
"①달리기+좌우파도타기,②큰활차+역기올리기,③등허리지압기+허리돌리",양촌면,2013-06-01,3,아이앤지산업㈜,127.26248,36.12857
"①L써클드로잉+S써클드로잉,②스트라이딩+런닝트라이닝,③웨스트터닝+바디터닝",양촌면,2013-07-01,3,(유)로드원씨앤씨,127.20895,36.12861
①에어서핑+레그프레스②마사지롤러+워밍숄더③바디싯업+트위스트,양촌면,2013-07-01,3,㈜비이텍,127.21159,36.19513
①달리기+큰활차머신②다리뻗치기+등허리지압기③허리돌리기+윗몸일으키기,양촌면,2013-09-01,3,호진기계,127.273697,36.127619
"①사이드플라잉+레그푸싱,②웨이스트터닝+바디터닝,③L-써클드로잉+S-써클드로잉",양촌면,2013-11-01,3,(유)로드원씨앤씨,127.162268,36.135039
"①사이드플라잉+레그푸싱,②웨이스트터닝+바디터닝,③L-써클드로잉+S-써클드로잉",양촌면,2013-11-01,3,(유)로드원씨앤씨,127.241652,36.120147
"①바디싯업+트위스트,②마사지롤러+워밍숄더③에어서핑+레그프레스",양촌면,2013-12-01,3,㈜비이텍,127.262545,36.128596
①오금펴기+파도타기②허리돌리기+등허리지압기,양촌면,2014-03-01,2,㈜한양 그린파크,127.23581,36.13591
①오금펴기+파도타기②허리돌리기+등허리지압기,양촌면,2014-03-01,2,㈜한양 그린파크,127.21175,36.1704
①마사지롤러+워밍숄더②에어서핑+레그프레스,양촌면,2014-04-01,2,㈜비이텍,127.24218,36.13961
①마사지롤러+워밍숄더②에어서핑+레그프레스,양촌면,2014-04-01,2,㈜비이텍,127.21762,36.13082
①공중걷기+허리돌리기②두팔노젓기+매달려온몸회전하기,양촌면,2015-06-01,2,호진기계,127.23536,36.1139
"노르딕머신+에어워킹,마사지롤러+워밍숄더",양촌면,2017-04-01,2,비이텍,127.161677,36.13417
①마사지롤러+워밍숄더②에어서핑+레그프레스,양촌면,1905-07-01,2,㈜비이텍,127.20466,36.165286
"공중걷기,허리돌리기",양촌면,1905-07-01,2,아이앤지산업㈜,127.123608,36.181556
"상체근육풀기+달리기,하늘걷기",양촌면,1905-07-01,2,주식회사 아이세상,127.183765,36.165272
"하늘걷기,달리기,어깨근육풀기,상체근육풀기",양촌면,1905-07-01,4,주식회사 아이세상,127.24968,36.13267
큰활자머신,양촌면,1905-07-01,1,프로테우스 주식회사,127.20466,36.165286
"평행봉,철봉,거꾸로매달리기",양촌면,1905-07-01,3,삼성레포츠,127.24336,36.13272
"등허리지압기,허리돌리기,역기올리기+역기내리기",양촌면,1905-07-01,3,프로테우스 주식회사,127.20406,36.17266
"등허리지압기,레프프레스+큰활차,양팔줄다리기",양촌면,1905-07-01,3,프로테우스 주식회사,127.23538,36.11387
"①온몸허리돌리기,②하늘걷기",가야곡면,2005-04-01,2,월드스포츠 파라곤월드,127.137269,36.176653
"①TM크로스컨트리,②TM워밍암,③TM트윈트위스트,④TM롤링웨이스트",가야곡면,2006-12-01,4,㈜디자인파크개발,127.16102,36.12138
①하늘걷기②마라톤달리기③허리돌리기④역기내리기⑤사이클링,가야곡면,2010-05-01,5,"이지데코, ㈜비이텍",127.147243,36.173327
①BE-로우잉머신②BE-트위스트③BE-워밍쇼울더①레이스라이딩+밸리트레이닝②스트라이딩+런닝트레이닝③웨스트터닝+바디터닝,가야곡면,2011-09-01,6,㈜비이텍,127.139,36.16136
①달리기+좌우파도타기②등허리지압기+허리돌리기③계단밟기+자전거운동④큰활차+역기올리기,가야곡면,2012-01-01,4,ING 스포츠산업,127.16299,36.10698
①노르딕머신+에어워킹②마사지롤러+워밍숄더③에어서핑+레그프레스,가야곡면,2012-12-01,3,㈜비이텍,127.095187,36.163689
①달리기+좌우파도타기②등허리지압기+허리돌리기③큰활차+역기올리기,가야곡면,2012-08-01,3,ING 스포츠산업,127.095683,36.160196
①달리기+좌우파도타기②큰활차+역기올리기③계단밟기+자전거운동,가야곡면,2012-08-01,3,ING 스포츠산업,127.146447,36.175015
①L써클드로잉+S써클드로잉②사이드플라인+레그푸싱③웨스트터닝+바디터닝,가야곡면,2012-08-01,3,(유)로드원씨엔씨,127.111654,36.164073
①공중걷기+좌우파도타기②큰활차+역기올리기③등허리지압기+허리돌리기,가야곡면,2013-11-01,3,ING 스포츠산업,127.11472,36.151424
①공중걷기+좌우파도타기②큰활차+역기올리기③등허리지압기+허리돌리기,가야곡면,2013-11-01,3,ING 스포츠산업,127.1914,36.17114
①L써클드로잉+S써클드로잉②사이드플라인+레그푸싱③웨스트터닝+바디터닝,가야곡면,2013-03-01,3,(유)로드원씨엔씨,127.117872,36.165678
①사이드플라인+레그푸싱②레이스라이딩+밸리트레이닝③웨스트터닝+바디터닝,가야곡면,2013-03-01,3,(유)로드원씨엔씨,127.11472,36.151424
①좌우파도타기+허리돌리기②큰활차+역기올리기,가야곡면,2014-11-01,2,ING 스포츠산업,127.07816,36.17222
①공중걷기+좌우파도타기②큰활차머신③등허리지압기+허리돌리기,가야곡면,2014-12-01,3,ING 스포츠산업,127.133257,36.176597
①오금펴기+파도타기②허리돌리기+등허리지압기,가야곡면,2014-03-01,2,㈜한양그린파크,127.122271,36.156906
①오금펴기+파도타기②허리돌리기+등허리지압기,가야곡면,2014-03-01,2,㈜한양그린파크,127.146447,36.175015
①오금펴기+파도타기②허리돌리기+등허리지압기,가야곡면,2014-03-01,2,㈜한양그린파크,127.111175,36.170126
①사이드플라잉+레그푸싱②웨이스트터닝+바디터닝,가야곡면,2014-04-01,2,(유)로드원씨엔씨,127.121033,36.184186
①사이드플라잉+레그푸싱②웨이스트터닝+바디터닝,가야곡면,2014-04-01,2,(유)로드원씨엔씨,127.078848,36.163744
①달리기+파도타기②역기올리기+큰활차머신,가야곡면,2015-11-01,2,ING 스포츠산업,127.08907,36.179387
①달리기+파도타기②등허리지압기+허리돌리기,가야곡면,2015-11-01,2,ING 스포츠산업,127.134985,36.145723
①싸이클링+오금펴기②상체근육풀기+달리기운동,가야곡면,2018-09-01,2,㈜아이세상,127.1587,36.13666
①싸이클링+오금펴기②하늘걷기+허리돌리기③상체근육풀기,가야곡면,2019-09-01,3,㈜아이세상,127.11472,36.151424
①싸이클링+허리돌리기②큰활차머신,가야곡면,2019-11-01,2,위너스포츠,127.187519,36.154779
"TM트윈트위스트,TM스텝싸이클,TM체어풀,TM레그프레스",은진면,2007-11-01,4,,127.10649,36.16822
"TM트윈트위스트,TM워밍암,TM스트레칭로라",은진면,2007-11-01,3,,127.11576,36.18118
"허리돌리기,달리기운동,옆파도타기",은진면,2009-01-01,3,,127.12935,36.17653
"①허리돌리기,②달리기운동,③옆파도타기",은진면,2010-03-01,3,,127.059974,36.169456
"달리기운동(고장철거됨),좌우파도타기,허리돌리기",은진면,2011-05-01,2,,127.066539,36.162279
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.068318,36.170747
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.062672,36.176245
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.068154,36.142266
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.146447,36.175015
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.068183,36.160552
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.034438,36.174336
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.104165,36.182439
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.117848,36.190562
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.113333,36.189735
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.11427,36.17095
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.096755,36.146144
"달리기운동,좌우파도타기,허리돌리기",은진면,2011-05-01,3,,127.075073,36.14642
피텍스,은진면,2011-05-01,1,,127.074472,36.175796
피텍스,은진면,2011-05-01,1,,127.059974,36.169456
①에어서핑+레그프레스②마사지롤러+워밍숄더③바디싯업+트위스트,은진면,2012-05-01,3,,127.075073,36.14642
"①L써클드로잉+S써클드로잉,②사이드플라인+레그푸싱,③웨스트터닝+바디터닝",은진면,2013-03-01,3,,127.074472,36.175796
"①스트라이딩+런닝트레이닝,②레이스라이딩+밸리트레이닝,③웨스트터닝+바디터닝",은진면,2013-05-01,3,,127.100854,36.183243
①공중걷기+허리돌리기②두팔노젓기+매달려온몸회전하기,은진면,2014-03-01,2,,127.086762,36.205839
"파워사이클+트위스트,사이드스윙+터닝암",은진면,2017-04-01,2,비이텍,127.080337,36.150435
"TM트윈트위스트,TM워밍암,TM스트레칭로라,TM레그프레스",채운면,2007-11-01,4,㈜디자인파크개발,127.06406,36.15161
"써핑롤링머신,트위스트머신,스윙워커머신,워킹트레이너머신,큰활차머신",채운면,2008-11-01,5,Zenith,127.06617,36.16811
"허리돌리기,달리기운동,큰활차",채운면,2009-06-01,3,Ing,127.097605,36.207778
"허리돌리기,달리기운동,옆파도타기",채운면,2009-01-01,3,Ing,127.1006,36.190893
"①허리돌리기,②달리기운동,③옆파도타기",채운면,2010-03-01,3,Ing,127.082706,36.203663
①허리돌리기②달리기운동③좌우파도타기④등허리지압기,채운면,2010-09-01,4,Ing,127.0976,36.189798
①BE-로우잉머신②BE-트위스트③BE-워밍쇼울더,채운면,2011-09-01,3,㈜비이텍,127.089755,36.199923
①달리기+좌우파도타기②등허리지압기+허리돌리기③큰활차+역기올리기(기입오류수정),채운면,2012-01-01,3,Ing,127.097548,36.212662
①달리기+좌우파도타기②등허리지압기+허리돌리기③계단밟기+자전거운동,채운면,2012-04-01,3,Ing,127.099718,36.1883
"①달리기+좌우파도타기,②큰활차+역기올리기,③계단밟기+자전거운동",채운면,2012-08-01,3,Ing,127.097856,36.18779
"①달리기+좌우파도타기,②큰활차+역기올리기(기입오류수정),③계단밟기+자전거운동",채운면,2012-08-01,3,Ing,127.112677,36.196598
"①L써클드로잉+S써클드로잉,②스트라이딩+런닝트레이닝,③사이드플라인+레그푸싱",채운면,2012-08-01,3,(유)로드원씨엔씨,127.086746,36.204388
"①스트라이딩+런닝트레이닝,②S서클드로잉+L서클드로잉(기입오류수정),③웨스트터닝+바디터닝",채운면,2012-12-01,3,(유)로드원씨엔씨,127.100468,36.193722
"①좌우파도타기+허리돌리기,②큰활차+역기올리기,③계단밟기+자전거운동",채운면,2013-02-01,3,Ing,127.1076,36.212837
"①사이드플라인+레그푸싱,②레이스라이딩+밸리트레이닝,③웨스트터닝+바디터닝",채운면,2013-03-01,3,(유)로드원씨엔씨,127.091105,36.202475
"①S서클드로잉+L서클드로잉(기입오류수정),②레이스라이딩+밸리트레이닝,③웨스트터닝+바디터닝",채운면,2013-03-01,3,(유)로드원씨엔씨,127.091366,36.198115
"①바디싯업+트위스트,②마사지롤러+워밍숄더③에어서핑+레그프레스",채운면,2013-11-01,3,㈜비이텍,127.11579,36.202587
①공중걷기+허리돌리기②두팔노젓기+매달려온몸회전하기,채운면,2014-03-01,2,호진기계,127.09458,36.20005
①공중걷기+허리돌리기②두팔노젓기+매달려온몸회전하기,채운면,2014-03-01,2,호진기계,127.104377,36.176583
①공중걷기+허리돌리기②두팔노젓기+매달려온몸회전하기,채운면,2014-03-01,2,호진기계,127.100933,36.189039
①바디싯업+트위스트②마사지롤러+에어서핑,채운면,2015-06-01,2,㈜비이텍,127.097155,36.186875
"1.TM체어풀,2.TM워밍암,3.TM트윈트위스트,4.TM롤링웨이스트",취암동,2006-12-01,4,㈜디자인파크개발,127.08968,36.19995
"1.공중걷기,2.역기올리기,3.허리돌리기",취암동,2009-04-01,3,현대체육산업㈜,127.08849,36.193019
"1.허리돌리기,2.달리기운동,3.옆파도타기",취암동,2009-01-01,3,ING,127.10443,36.19022
"1.허리돌리기,2.달리기운동,3.옆파도타기",취암동,2010-03-01,3,ING,127.099876,36.190068
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.큰활차",취암동,2010-11-01,4,ING,127.09977,36.18846
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.큰활차",취암동,2010-12-01,4,ING,127.088222,36.210402
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.두팔노젓기",취암동,2011-05-01,4,ING,127.09212,36.20406
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.작은활차",취암동,2011-05-01,4,ING,127.09756,36.1897
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.두팔노젓기(4점이외에다수의운동기구설치되어있음)",취암동,2011-05-01,4,ING,127.09377,36.21042
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.두팔노젓기",취암동,2011-05-01,4,ING,127.089375,36.191484
"1.허리돌리기,2.달리기운동,3.좌우파도타기,4.두팔노젓기",취암동,2011-05-01,4,ING,127.09453,36.20006
"1.달리기+좌우파도타기,2.등허리지압기+허리돌리기,3.큰활차+역기올리기",취암동,2011-09-01,3,ING,127.09897,36.19119
1.윗몸일으키기2대,취암동,2011-09-01,2,ING,127.11162,36.18781
"1.달리기+좌우파도타기,2.등허리지압기+허리돌리기,3.계단밟기+자전거운동4.허리돌리기+옆파도타기,5.어깨근육풀기+상체근육풀기(2019년추가)",취암동,2011-11-01,5,"ING,㈜아이세상",127.093,36.20166
"1.달리기+좌우파도타기,2.등허리지압기+허리돌리기,3.계단밟기+자전거운동,4.큰활차머신+역기올리기",취암동,2012-01-01,4,ING,127.0927,36.19912
1.링게더,취암동,2012-06-01,1,미상,127.11162,36.18781
"1.자전거운동+허리돌리기,2.등허리지압기+큰활차,3.좌우파도타기+달리기",취암동,2012-08-01,3,ING,127.09976,36.1885
"1.달리기+좌우파도타기,2.큰활차+역기올리기,3.허리돌리기+등허리지압기",취암동,2012-08-01,3,ING,127.11562,36.20256
"1.스트라이딩+런닝트레이닝,2.레이스라이딩+밸리트레이닝,3.웨스트터닝+바디터닝",취암동,2012-08-01,3,ING,127.09802,36.19219
"1.등허리지압기+허리돌리기,2.달리기운동+활차머신,3.공중걷기+허리돌리기(2016년추가)",취암동,2012-08-01,3,"ING,호진기계",127.08224,36.20453
"1.허리돌리기,2.상체근육풀기,3.파도타기",취암동,2019-11-01,3,㈜하나조경,127.11112,36.19841
"1.사이드플라인+레그푸싱,2.레이스라이딩+밸리트레이닝,3.스트라이딩+런닝트라이닝",취암동,2013-07-01,3,로드원씨앤씨,127.10033,36.18854
"1.달리기+좌우파도타기,2.등허리지압기+허리돌리기,3.작은활차",취암동,1905-07-01,3,,127.09033,36.19631
"1.워킹트레이너머신,2.써핑롤링머신,3.트위스트머신,4.로윙라이더머신,5.마사지롤러+워밍쇼울더(2014추가)",취암동,2011-00,5,"㈜제일체육공사,비이텍",127.08259,36.20366
"1.바디싯업+트위스트,2.마사지롤러+에어서핑",취암동,2015-06-01,2,비이텍,127.09151,36.19369
"1.바디싯업+트위스트,2.마사지롤러+에어서핑,3.노르딕머신에어워킹,4.싸이클링+오금펴기,5.하늘걷기+허리돌리기",취암동,2015-08-01,5,"비이텍,㈜아이세상",127.10122,36.18924
"1.워킹트레이너머신,2.써핑롤링머신,3.트위스트머신,4.로윙라이더머신",취암동,1905-07-01,4,㈜제일체육공사,127.0885,36.19962
"1.워킹트레이너머신,2.써핑롤링머신,3.트위스트머신,4.로윙라이더머신",취암동,1905-07-01,4,㈜제일체육공사,127.08445,36.20768
"1.워킹트레이너머신,2.써핑롤링머신,3.트위스트머신,4.로윙라이더머신",취암동,1905-07-01,4,㈜제일체육공사,127.09774,36.18774
"1.달리기+좌우파도타기,2.두팔노젓기,3.윗몸일으키기,4.양팔줄당기기,5.등허리지압기+허리돌리기",취암동,1905-07-01,5,ING,127.11179,36.1874
"1.달리기+좌우파도타기,2.두팔노젓기,3.윗몸일으키기,4.양팔줄당기기,5.등허리지압기+허리돌리기",취암동,1905-07-01,5,ING,127.1035,36.18636
"1.달리기+좌우파도타기,2.두팔노젓기,3.윗몸일으키기,4.양팔줄당기기,5.등허리지압기+허리돌리기",취암동,1905-07-01,5,ING,127.09099,36.208
"1.달리기+좌우파도타기,2.두팔노젓기,3.윗몸일으키기,4.양팔줄당기기,5.등허리지압기+허리돌리기",취암동,1905-07-01,5, ING,127.09977,36.19002
"1.달리기+좌우파도타기,2.두팔노젓기,3.윗몸일으키기,4.양팔줄당기기,5.등허리지압기+허리돌리기",취암동,1905-07-01,5,ING,127.09689,36.1872
"1.등허리지압기+허리돌리기,2.큰활차+역기올리기,3.달리기+좌우파도타기,4.공중걷기",취암동,1905-07-01,4,ING,127.10078,36.19072
"1.공중걷기,2.온몸역기내리기+허리근육풀기,3.허리돌리기+온몸돌리기,4.온몸역기올리기+온몸근육풀기",취암동,1905-07-01,4,개선스포츠,127.09446,36.19235
"1.자전거운동+계단밟기,2.역기올리기+큰활차머신,3.좌우파도타기+달리기운동,4.허리돌리기+등허리지압기",취암동,1905-07-01,4,ING,127.0987,36.19315
"1.자전거운동+계단밟기,2.역기올리기+큰활차머신,3.좌우파도타기+달리기운동,4.허리돌리기+등허리지압기",취암동,1905-07-01,4,ING,127.09754,36.18979
"1.마라톤운동+공중걷기운동,2.옆파도타기+골반근육풀기B,3.허리돌리기+온몸돌리기,4.온몸역기올리기+온몸근육풀기",취암동,1905-07-01,4,개선스포츠,127.11938,36.18828
"1.옆파도타기+골반근육풀기A,2.윗몸일으키기,3.온몸노젓기,4.온몸근육풀기",취암동,1905-07-01,4,개선스포츠,127.09342,36.21016
"1.좌우파도타기,2.공중걷기,3.큰활차머신,4.윗몸일으키기",취암동,1905-07-01,4,ING,127.09121,36.20255
"1.좌우파도타기,2.역기내리기,3.윗몸일으키기",취암동,1905-07-01,3,경일산업,127.10308,36.17903
"1.하늘걷기,2.앉아밀어주기,3.팔관절운동기,4.다리펴기,5.앉아당기기",취암동,1905-07-01,5,㈜테마월드,127.10473,36.18074
"1.공중걷기,2.노젓기운동,3.역기내리기,4.윗몸일으키기,5.파도타기,6.허리돌리기",취암동,1905-07-01,6,경일산업,127.10426,36.17867
"1.자전거타기운동,2.등허리지압운동,3.허리돌리기,4.평행봉,5.하늘걷기,6.달리기",취암동,1905-07-01,6,멜리오 유니온랜드,127.10405,36.17964
"1.앉아밀어주기2대,2.앉아당기기3대,3.다리펴기1대,4.팔관절운동기2대,5.2인그네타기2대,6.하늘걷기2대",취암동,1905-07-01,12,㈜테마월드,127.10556,36.18236
"1.트윈바디싣업,2.워밍암,3.스트레칭로라,4.에어트위스트",취암동,1905-07-01,4,㈜GBK,127.10282,36.17873
"1.역기올리기,2.온몸근육풀기,3.계단오르기,4.온몸허리돌리기,5.자전거타기",취암동,0000-00,5,미상,127.10437,36.18195
"온몸노젖기(2인용),하늘걷기(2인용),마라톤운동(2인용),옆파도타기,온몸역기내리기,온몸허리돌리기,등,허리지압기,다리뻗치기,온몸근육풀기,(이용합설명판)",부창동,2006-04-01,9,,127.08979,36.1924
"하늘걷기(2인용),마라톤운동(2인용),옆파도타기,온몸역기내리기,온몸허리돌리기,등,허리지압기,다리뻗치기,온몸근육풀기,(이용합설명판)",부창동,2006-04-01,10,,127.08882,36.18871
"TM워밍암,TM트윈트위스트,M롤링웨이스트",부창동,2006-12-01,3,,127.08275,36.19912
"TM트윈트위스트,TM워밍암,TM스트레칭로라",부창동,2007-11-01,3,,127.07253,36.18593
"TM트윈트위스트,TM워밍암,TM스트레칭로라",부창동,2007-11-01,3,,127.08022,36.20743
"크로스컨트리,스텝싸이클,트윈트위스트,롤링웨이스트,체어풀",부창동,2008-06-01,5,,127.0861,36.1931
"써핑롤링머신,트위스트머신,스윙워커머신",부창동,2008-11-01,3,,127.08335,36.2074
"써핑롤링머신,트위스트머신,스윙워커머신",부창동,2008-11-01,3,,127.08949,36.1882
"허리돌리기,달리기운동,큰활차,두팔노젓기,옆파도타기",부창동,2009-06-01,5,,127.07827,36.19824
"허리돌리기,달리기운동,옆파도타기",부창동,2009-09-01,3,,127.07525,36.19377
"허리돌리기,달리기운동,옆파도타기",부창동,2010-03-01,2,,127.08472,36.20925
①허리돌리기②달리기운동③좌우파도타기④큰활차,부창동,2010-11-01,4,,127.08806,36.20824
"역기올리기+내리기,활차+양팔줄당기기,공중걷기+좌우파도타기,등허리지앞기+허리돌리기",부창동,2011-01-01,4,,127.07856,36.19979
①달리기운동,부창동,2012-12-01,1,,127.08892,36.18851
"①노르딕머신+에어워킹,②마사지롤러+워밍숄더,③에어서핑+레그프레스",부창동,2013-03-01,3,,127.08458,36.19975
"①노르딕머신+에어워킹,②마사지롤러+워밍숄더,③에어서핑+레그프레스",부창동,2013-04-01,3,,127.08197,36.19748
①달리기+큰활차머신②다리뻗치기+등허리지압기③허리돌리기+윗몸일으키기,부창동,2013-09-01,3,,127.07899,36.19952
①공중걷기+좌우파도타기②큰활차+역기올리기③등허리지압기+허리돌리기,부창동,2014-04-01,3,,127.09095,36.19048
①공중걷기+좌우파도타기②등허리지압기+허리돌리기,부창동,2014-05-01,2,,127.08972,36.19173
①큰활차+역기올리기②등허리지압기+허리돌리기,부창동,2014-12-01,2,,127.0891,36.19312
"①달리기운동,②두팔노젖기,③큰활차머신",부창동,2015-02-01,3,ING,127.08335,36.2074
"①허리돌리(2015병촌품),자전거타기(2015병촌품)",부창동,2012-08-01,2,ING,127.07894,36.19662
자전거타기싱글,부창동,2015-12-01,1,그린나래,127.08944,36.19202
바디싯업+트위스트,부창동,2017-06-01,1,비이텍,127.08979,36.19243
"파워사이클+트위스트,사이드스윙+사이드스윙",부창동,2017-03-01,2,그린나래,127.08892,36.18851
바디싯업+트위스트,부창동,2017-06-01,1,비이텍,127.08979,36.19243
파워싸이클+트위스트,부창동,2017-04-01,3,그린나래,127.08892,36.18851
싸이클링+오금펴기어꺠근육풀기+상체근육풀기,부창동,2018-06-01,2,아이세상,127.08051,36.20714
"허리돌리기,옆파도타기,윗몸일으키기+오금펴기",부창동,2019-06-01,3,아이세상,127.09159,36.21091
