읍면,설치위치,설치기구종류,설치년도,고장현황,담당부서,데이터기준일자
서부면,충청남도 홍성군 서부면 홍보로 1525,"등허리지압기+허리돌리기, 큰활차돌리기+하늘걷기, 양팔줄당기기+다리뻗치기, 달리기+옆파도타기",2016,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 서부로 194,"등허리지압기+허리돌리기, 큰활차돌리기+하늘걷기, 양팔줄당기기+다리뻗치기, 달리기+옆파도타기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 홍남서로375번길 9,"하늘걷기, 양팔로프당기기, 싸이클+달리기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 홍남서로285번길 20,"달리기+활차, 옆파도타기+허리, 하늘걷기+다리뻗치기, 역기올리기+줄당기기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 와룔로72번길 102,"옆파도+줄당기기, 달리기+활차, 허리돌리기+하늘걷기, 다리뻗치기+등허리지압기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 남당항로 689,"옆파도+하늘걷기, 달리기+활차, 허리돌리기+다리뻗치기, 역기올리기+줄당기기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 남당항로140번길 61-26,"옆파도+줄당기기, 달리기+활차, 허리돌리기+하늘걷기, 다리뻗치기+등허리지압기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 임해로 315,"하늘걷기, 양팔로프당기기, 싸이클+달리기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 거차1길 10,"하늘걷기, 허리돌리기, 역기내리기+오금펴기, 물결타기+상체근육펴기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 서부서길 183,"싸이클, 달리기",2017,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 광리 188-3,"허리돌리기, 큰활차, 달리기",,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 궁리 521-6,"하늘걷기+허리돌리기, 양팔줄당기기+다리밀기, 큰활차+옆파도타기, 등허리지압기+달리기운동",2018,양호,교육체육과,2022-09-30
서부면,충청남도 홍성군 서부면 광리 385-11,"옆파도타기+옆파도타기, 큰활차머신+작은활차머신, 양팔줄당기기+다리밀기, 하늘걷기+허리돌리기",2019,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 갈산서길55번길 17-1,"윗몸일으키기, 하늘걷기, 오금펴기, 달리기, 허리돌리기",2012,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 동성리 355-8,"오금펴기, 핸들웨이트",2012,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 취생리 97-1,"허리돌리기+하늘걷기, 달리기+옆파도타기, 등허리지압기+큰활차돌리기",2015,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 동성리 39-1,"허리돌리기, 하늘걷기, 노젓기, 등허리지압기",2015,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 부기리 819,"허리돌리기+파도타기, 허리돌리기+노젓기, 하늘걷기+양팔줄당기기, 역기올리기+큰활차돌리기",2015,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 백야로 347번길 88,"큰활차, 허리돌리기, 거꾸로서기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 수덕사로317번길 131,"등허리지압기+허리돌리기, 양팔줄당기기+오금펴기, 옆파도타기+달리기, 하늘걷기+큰활차돌리기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 기산리 196-1,"달리기+등지압기, 큰활차돌리기+역기들기, 하늘걷기+양팔줄당기기, 옆파도타기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 운곡2길 14,"허리돌리기+윗몸일으키기, 역기내리기+오금펴기, 하늘걷기+작은활차돌리기, 달리기+허리돌리기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 내포로 1628-11,"허리돌리기+오금펴기, 큰활차돌리기+역기들기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 수덕사로324번길 56,"작은활차돌리기+하늘걷기, 옆파도타기+양팔줄당기기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 기산리 35-8,"하늘걷기+자전거타기, 허리돌리기+윗몸일으키기, 달리기+작은활차돌리기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 백야로314번길 57,"윗몸일으키기+허리돌리기, 역기내리기+오금펴기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 백야로 390,"큰활차돌리기+역기들기, 오금펴기+허리돌리기",2016,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 부기리 93,"거꾸로매달리기, 작은활차돌리기+등허리지압기, 하늘걷기+허리돌리기, 옆파도타기+양팔줄당기기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 동산1길 3,"큰활차돌리기+하늘걷기, 오금펴기+파도타기, 양팔줄당기기+역기내리기, 달리기+허리돌리기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 내갈리 499,"자전거타기+허리돌리기, 오금펴기+역기내리기, 하늘걷기+작은활차돌리기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 쌍천리 349,"오금펴기+역기내리기, 허리돌리기+자전거타기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 가곡리 380-1,"거꾸로서기, 허리돌리기+양팔줄당기기, 큰활차돌리기+옆파도타기, 하늘걷기+오금펴기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 갈오리 43,"등허리지압기+하늘걷기, 허리돌리기+양팔줄당기기, 큰활차돌리기+옆파도타기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 갈산로150번길 84-9,"옆파도타기+허리돌리기, 하늘걷기+큰활차돌리기, 등허리지압기+양팔중당기기, 작은활차돌리기+달리기",2018,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 내포로1390번길 99,"큰활차돌리기+허리돌리기, 하늘걷기+양팔줄당기기, 등지압기+옆파도타기",2018,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 가곡리 81-1,"하늘걷기+허리돌리기, 양팔줄당기기+다리밀기, 큰활차돌리기+옆파도타기, 등허리지압기+역기내리기",2018,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 부기리 93,"파도타기, 윗몸일으키기, 오금펴기, 달리기, 하늘걷기, 작은활차돌리기, 역기올리기, 허리돌리기",2017,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 부기리 201-2,허리돌리기+큰활차돌리기,2019,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 대사1길 52,"허리돌리기, 싸이클+노젓기",2019,양호,교육체육과,2022-09-30
갈산면,충청남도 홍성군 갈산면 갈산로121번길 8,"옆파도타기+허리돌리기, 하늘걷기+큰활차돌리기, 등허리지압+양팔줄당기기,작은활차돌리기+다리밀기",2019,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 지정리 897,"큰력강화머신, 달리기, 공중걷기, 윗몸일으키기, 등허리지압기",2012,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 장양리 602-3,"양팔로프당기기, 역기올리기, 물결타기",2015,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 내현리 516-6,"로라맛사지머신, 워킹트레이너머신, 트위스트머신, 거꾸리머신",2015,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 내현리 210-7,"체스트프레스머신, 로라맛사지머신, 스윙워커머신, 더블트위스트",2015,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 신곡리 674,"로라맛사지머신, 트위스트머신, 작은활차머신, 오버헤드풀리머신, 스윙워커머신",2016,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 남산리 123-1,"물결타기, 노젓기운동, 양팔로프당기기, 역기내리기+오금펴기",2016,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 신곡리 690,"달리기+옆파도, 하늘걷기+활차돌리기, 허리돌리기+등지압, 다리뻗기+줄당기기",2016,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 내현리 64-2,"양팔줄당기기+등허리지압기, 옆파도타기+허리돌리기, 다리뻗치기+하늘걷기, 큰활차머신+달리기운동",2016,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 청광리 460-2,"써핑롤링머신, 허리돌리기, 스윙워커머신, 체스트풀머신, 싣업머신",2016,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 마온리 197-1,"싣업머신+써핑롤링머신, 스윙워커머신+오버해드풀리머신, 레그프레스머신+트위스트머신, 체스트업머신+큰활차머신",2016,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 장양리 604-4,"하늘걷기, 물결타기, 허리돌리기",2017,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 오봉리 658-1,"윗몸일으키기+허리돌리기, 역기내리기+오금펴기, 달리기+어깨유연성운동, 물결타기+등지압기",2017,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 마온리 5-10,"하늘걷기+물결타기, 싸이클+허리돌리기, 역기내리기+오금펴기, 달리기",2018,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 지정리 469-2,"허리돌리기+양팔줄당기기, 등허리지압+헐리돌리기, 옆파도타기+작은활차돌리기, 양팔줄당기기+두팔노젓기, 달리기+하늘걷기, 큰활차돌리기+다리밀기",2018,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 공리저수지,"옆파도타기+하늘걷기, 허리돌리기+양팔줄당기기, 큰활차돌리기+등허리지압기",2019,양호,교육체육과,2022-09-30
구항면,충청남도 홍성군 구항면 마온아파트,허리돌리기+양팔줄당기기,2019,양호,교육체육과,2022-09-30
